,PWSID,PWSName,Size,FacilityID,FacilityName,FacilityWaterType,SamplePointID,SamplePointName,SamplePointType,AssociatedFacilityID,AssociatedSamplePointID,CollectionDate,SampleID,Contaminant,MRL,MethodID,AnalyticalResultsSign,AnalyticalResultValue,SampleEventCode,MonitoringRequirement,Region,State
48,MI0004370,City of Midland,L,6197,Water Treatment Plant,SW,TP001,Water Treatment Plant Tap,EP,4674,MR1,9/9/13,201309100316AM,chromium-6,0.03,EPA 218.7,=,0.5,SE1,AM,5,MI
49,MI0004370,City of Midland,L,6197,Water Treatment Plant,SW,TP001,Water Treatment Plant Tap,EP,4674,MR1,9/9/13,201309100316AM,strontium,0.3,EPA 200.8,=,97,SE1,AM,5,MI
50,MI0004370,City of Midland,L,6197,Water Treatment Plant,SW,TP001,Water Treatment Plant Tap,EP,4674,MR1,9/9/13,201309100316AM,chromium,0.2,EPA 200.8,=,0.56,SE1,AM,5,MI
51,MI0004370,City of Midland,L,6197,Water Treatment Plant,SW,TP001,Water Treatment Plant Tap,EP,4674,MR1,9/9/13,201309100316AM,chlorate,20,EPA 300.1,<,,SE1,AM,5,MI
52,MI0004370,City of Midland,L,6197,Water Treatment Plant,SW,TP001,Water Treatment Plant Tap,EP,4674,MR1,9/9/13,201309100316AM,Halon 1011,0.06,EPA 524.3,<,,SE1,AM,5,MI
53,MI0004370,City of Midland,L,6197,Water Treatment Plant,SW,TP001,Water Treatment Plant Tap,EP,4674,MR1,9/9/13,201309100316AM,"1,2,3-trichloropropane",0.03,EPA 524.3,<,,SE1,AM,5,MI
54,MI0004370,City of Midland,L,6197,Water Treatment Plant,SW,TP001,Water Treatment Plant Tap,EP,4674,MR1,9/9/13,201309100316AM,bromomethane,0.2,EPA 524.3,<,,SE1,AM,5,MI
55,MI0004370,City of Midland,L,6197,Water Treatment Plant,SW,TP001,Water Treatment Plant Tap,EP,4674,MR1,9/9/13,201309100316AM,PFOA,0.02,EPA 537,<,,SE1,AM,5,MI
56,MI0004370,City of Midland,L,4674,Distribution System,SW,MR1,Distribution Maximum Residence,MR,,,3/11/14,201403130310AM,chromium,0.2,EPA 200.8,=,0.28,SE3,AM,5,MI
57,MI0004370,City of Midland,L,4674,Distribution System,SW,MR1,Distribution Maximum Residence,MR,,,6/24/14,201406250129AM,vanadium,0.2,EPA 200.8,<,,SE4,AM,5,MI
58,MI0004370,City of Midland,L,4674,Distribution System,SW,MR1,Distribution Maximum Residence,MR,,,6/24/14,201406250129AM,cobalt,1,EPA 200.8,<,,SE4,AM,5,MI
59,MI0004370,City of Midland,L,4674,Distribution System,SW,MR1,Distribution Maximum Residence,MR,,,6/24/14,201406250129AM,chromium,0.2,EPA 200.8,=,0.34,SE4,AM,5,MI
60,MI0004370,City of Midland,L,4674,Distribution System,SW,MR1,Distribution Maximum Residence,MR,,,6/24/14,201406250129AM,molybdenum,1,EPA 200.8,<,,SE4,AM,5,MI
61,MI0004370,City of Midland,L,4674,Distribution System,SW,MR1,Distribution Maximum Residence,MR,,,6/9/14,201406100292AM,chlorate,20,EPA 300.1,<,,SE4,AM,5,MI
62,MI0004370,City of Midland,L,4674,Distribution System,SW,MR1,Distribution Maximum Residence,MR,,,6/9/14,201406100292AM,chromium-6,0.03,EPA 218.7,=,0.27,SE4,AM,5,MI
63,MI0004370,City of Midland,L,4674,Distribution System,SW,MR1,Distribution Maximum Residence,MR,,,9/9/13,201309100232AM,strontium,0.3,EPA 200.8,=,110,SE1,AM,5,MI
64,MI0004370,City of Midland,L,4674,Distribution System,SW,MR1,Distribution Maximum Residence,MR,,,9/9/13,201309100232AM,chromium,0.2,EPA 200.8,=,0.44,SE1,AM,5,MI
65,MI0004370,City of Midland,L,4674,Distribution System,SW,MR1,Distribution Maximum Residence,MR,,,9/9/13,201309100232AM,chromium-6,0.03,EPA 218.7,=,0.45,SE1,AM,5,MI
66,MI0004370,City of Midland,L,4674,Distribution System,SW,MR1,Distribution Maximum Residence,MR,,,9/9/13,201309100232AM,molybdenum,1,EPA 200.8,<,,SE1,AM,5,MI
67,MI0004370,City of Midland,L,4674,Distribution System,SW,MR1,Distribution Maximum Residence,MR,,,9/9/13,201309100232AM,cobalt,1,EPA 200.8,<,,SE1,AM,5,MI
68,MI0004370,City of Midland,L,4674,Distribution System,SW,MR1,Distribution Maximum Residence,MR,,,9/9/13,201309100232AM,chlorate,20,EPA 300.1,<,,SE1,AM,5,MI
69,MI0004370,City of Midland,L,4674,Distribution System,SW,MR1,Distribution Maximum Residence,MR,,,6/24/14,201406250129AM,strontium,0.3,EPA 200.8,=,110,SE4,AM,5,MI
70,MI0004370,City of Midland,L,4674,Distribution System,SW,MR1,Distribution Maximum Residence,MR,,,3/11/14,201403130310AM,chromium-6,0.03,EPA 218.7,=,0.27,SE3,AM,5,MI
71,MI0004370,City of Midland,L,4674,Distribution System,SW,MR1,Distribution Maximum Residence,MR,,,12/11/13,201312120766AM,cobalt,1,EPA 200.8,<,,SE2,AM,5,MI
72,MI0004370,City of Midland,L,4674,Distribution System,SW,MR1,Distribution Maximum Residence,MR,,,3/11/14,201403130310AM,vanadium,0.2,EPA 200.8,<,,SE3,AM,5,MI
73,MI0004370,City of Midland,L,4674,Distribution System,SW,MR1,Distribution Maximum Residence,MR,,,3/11/14,201403130310AM,molybdenum,1,EPA 200.8,<,,SE3,AM,5,MI
74,MI0004370,City of Midland,L,4674,Distribution System,SW,MR1,Distribution Maximum Residence,MR,,,3/11/14,201403130310AM,chlorate,20,EPA 300.1,<,,SE3,AM,5,MI
75,MI0004370,City of Midland,L,4674,Distribution System,SW,MR1,Distribution Maximum Residence,MR,,,3/11/14,201403130310AM,strontium,0.3,EPA 200.8,=,110,SE3,AM,5,MI
76,MI0004370,City of Midland,L,4674,Distribution System,SW,MR1,Distribution Maximum Residence,MR,,,3/11/14,201403130310AM,cobalt,1,EPA 200.8,<,,SE3,AM,5,MI
77,MI0004370,City of Midland,L,4674,Distribution System,SW,MR1,Distribution Maximum Residence,MR,,,12/11/13,201312120766AM,chlorate,20,EPA 300.1,<,,SE2,AM,5,MI
78,MI0004370,City of Midland,L,4674,Distribution System,SW,MR1,Distribution Maximum Residence,MR,,,12/11/13,201312120766AM,chromium,0.2,EPA 200.8,=,0.48,SE2,AM,5,MI
79,MI0004370,City of Midland,L,4674,Distribution System,SW,MR1,Distribution Maximum Residence,MR,,,12/11/13,201312120766AM,strontium,0.3,EPA 200.8,=,120,SE2,AM,5,MI
80,MI0004370,City of Midland,L,4674,Distribution System,SW,MR1,Distribution Maximum Residence,MR,,,12/11/13,201312120766AM,chromium-6,0.03,EPA 218.7,=,0.36,SE2,AM,5,MI
81,MI0004370,City of Midland,L,4674,Distribution System,SW,MR1,Distribution Maximum Residence,MR,,,12/11/13,201312120766AM,vanadium,0.2,EPA 200.8,<,,SE2,AM,5,MI
82,MI0004370,City of Midland,L,6197,Water Treatment Plant,SW,TP001,Water Treatment Plant Tap,EP,4674,MR1,6/10/14,201406110957AM,"1,2,3-trichloropropane",0.03,EPA 524.3,<,,SE4,AM,5,MI
83,MI0004370,City of Midland,L,6197,Water Treatment Plant,SW,TP001,Water Treatment Plant Tap,EP,4674,MR1,12/11/13,201312120825AM,vanadium,0.2,EPA 200.8,<,,SE2,AM,5,MI
84,MI0004370,City of Midland,L,4674,Distribution System,SW,MR1,Distribution Maximum Residence,MR,,,9/9/13,201309100232AM,vanadium,0.2,EPA 200.8,<,,SE1,AM,5,MI
85,MI0004370,City of Midland,L,6197,Water Treatment Plant,SW,TP001,Water Treatment Plant Tap,EP,4674,MR1,12/11/13,201312120825AM,PFNA,0.02,EPA 537,<,,SE2,AM,5,MI
86,MI0004370,City of Midland,L,6197,Water Treatment Plant,SW,TP001,Water Treatment Plant Tap,EP,4674,MR1,6/10/14,201406110957AM,bromomethane,0.2,EPA 524.3,<,,SE4,AM,5,MI
87,MI0004370,City of Midland,L,6197,Water Treatment Plant,SW,TP001,Water Treatment Plant Tap,EP,4674,MR1,12/11/13,201312120825AM,PFOS,0.04,EPA 537,<,,SE2,AM,5,MI
88,MI0004370,City of Midland,L,6197,Water Treatment Plant,SW,TP001,Water Treatment Plant Tap,EP,4674,MR1,12/11/13,201312120825AM,Halon 1011,0.06,EPA 524.3,<,,SE2,AM,5,MI
89,MI0004370,City of Midland,L,6197,Water Treatment Plant,SW,TP001,Water Treatment Plant Tap,EP,4674,MR1,12/11/13,201312120825AM,"1,3-butadiene",0.1,EPA 524.3,<,,SE2,AM,5,MI
90,MI0004370,City of Midland,L,6197,Water Treatment Plant,SW,TP001,Water Treatment Plant Tap,EP,4674,MR1,12/11/13,201312120825AM,HCFC-22,0.08,EPA 524.3,<,,SE2,AM,5,MI
91,MI0004370,City of Midland,L,6197,Water Treatment Plant,SW,TP001,Water Treatment Plant Tap,EP,4674,MR1,12/11/13,201312120825AM,PFBS,0.09,EPA 537,<,,SE2,AM,5,MI
92,MI0004370,City of Midland,L,6197,Water Treatment Plant,SW,TP001,Water Treatment Plant Tap,EP,4674,MR1,12/11/13,201312120825AM,PFHxS,0.03,EPA 537,<,,SE2,AM,5,MI
93,MI0004370,City of Midland,L,6197,Water Treatment Plant,SW,TP001,Water Treatment Plant Tap,EP,4674,MR1,12/11/13,201312120825AM,PFOA,0.02,EPA 537,<,,SE2,AM,5,MI
94,MI0004370,City of Midland,L,6197,Water Treatment Plant,SW,TP001,Water Treatment Plant Tap,EP,4674,MR1,12/11/13,201312120825AM,"1,1-dichloroethane",0.03,EPA 524.3,<,,SE2,AM,5,MI
95,MI0004370,City of Midland,L,6197,Water Treatment Plant,SW,TP001,Water Treatment Plant Tap,EP,4674,MR1,12/11/13,201312120825AM,bromomethane,0.2,EPA 524.3,<,,SE2,AM,5,MI
96,MI0004370,City of Midland,L,6197,Water Treatment Plant,SW,TP001,Water Treatment Plant Tap,EP,4674,MR1,6/10/14,201406110957AM,Halon 1011,0.06,EPA 524.3,<,,SE4,AM,5,MI
97,MI0004370,City of Midland,L,6197,Water Treatment Plant,SW,TP001,Water Treatment Plant Tap,EP,4674,MR1,6/10/14,201406110957AM,chlorate,20,EPA 300.1,<,,SE4,AM,5,MI
98,MI0004370,City of Midland,L,6197,Water Treatment Plant,SW,TP001,Water Treatment Plant Tap,EP,4674,MR1,6/10/14,201406110957AM,PFHpA,0.01,EPA 537,<,,SE4,AM,5,MI
99,MI0004370,City of Midland,L,6197,Water Treatment Plant,SW,TP001,Water Treatment Plant Tap,EP,4674,MR1,6/10/14,201406110957AM,PFOS,0.04,EPA 537,<,,SE4,AM,5,MI
100,MI0004370,City of Midland,L,6197,Water Treatment Plant,SW,TP001,Water Treatment Plant Tap,EP,4674,MR1,12/11/13,201312120825AM,PFHpA,0.01,EPA 537,<,,SE2,AM,5,MI
101,MI0004370,City of Midland,L,6197,Water Treatment Plant,SW,TP001,Water Treatment Plant Tap,EP,4674,MR1,6/10/14,201406110957AM,chromium-6,0.03,EPA 218.7,=,0.3,SE4,AM,5,MI
102,MI0004370,City of Midland,L,6197,Water Treatment Plant,SW,TP001,Water Treatment Plant Tap,EP,4674,MR1,6/10/14,201406110957AM,"1,1-dichloroethane",0.03,EPA 524.3,<,,SE4,AM,5,MI
103,MI0004370,City of Midland,L,6197,Water Treatment Plant,SW,TP001,Water Treatment Plant Tap,EP,4674,MR1,6/10/14,201406110957AM,PFHxS,0.03,EPA 537,<,,SE4,AM,5,MI
104,MI0004370,City of Midland,L,6197,Water Treatment Plant,SW,TP001,Water Treatment Plant Tap,EP,4674,MR1,6/10/14,201406110957AM,PFBS,0.09,EPA 537,<,,SE4,AM,5,MI
105,MI0004370,City of Midland,L,6197,Water Treatment Plant,SW,TP001,Water Treatment Plant Tap,EP,4674,MR1,6/10/14,201406110957AM,PFOA,0.02,EPA 537,<,,SE4,AM,5,MI
106,MI0004370,City of Midland,L,6197,Water Treatment Plant,SW,TP001,Water Treatment Plant Tap,EP,4674,MR1,12/11/13,201312120825AM,"1,2,3-trichloropropane",0.03,EPA 524.3,<,,SE2,AM,5,MI
107,MI0004370,City of Midland,L,6197,Water Treatment Plant,SW,TP001,Water Treatment Plant Tap,EP,4674,MR1,6/10/14,201406110957AM,"1,3-butadiene",0.1,EPA 524.3,<,,SE4,AM,5,MI
108,MI0004370,City of Midland,L,4674,Distribution System,SW,MR1,Distribution Maximum Residence,MR,,,12/11/13,201312120766AM,molybdenum,1,EPA 200.8,<,,SE2,AM,5,MI
109,MI0004370,City of Midland,L,6197,Water Treatment Plant,SW,TP001,Water Treatment Plant Tap,EP,4674,MR1,6/10/14,201406110957AM,chloromethane,0.2,EPA 524.3,<,,SE4,AM,5,MI
110,MI0004370,City of Midland,L,6197,Water Treatment Plant,SW,TP001,Water Treatment Plant Tap,EP,4674,MR1,6/10/14,201406110957AM,"1,4-dioxane",0.07,EPA 522,<,,SE4,AM,5,MI
111,MI0004370,City of Midland,L,6197,Water Treatment Plant,SW,TP001,Water Treatment Plant Tap,EP,4674,MR1,6/10/14,201406110957AM,PFNA,0.02,EPA 537,<,,SE4,AM,5,MI
112,MI0004450,Monroe,L,5805,Treatment Plant,SW,TP001,Treatment Plant Tap,EP,4703,MR1,12/17/13,763586-10515,vanadium,0.2,EPA 200.8,<,,SE4,AM,5,MI
113,MI0004450,Monroe,L,5805,Treatment Plant,SW,TP001,Treatment Plant Tap,EP,4703,MR1,12/17/13,763586-10449,Halon 1011,0.06,EPA 524.3,<,,SE4,AM,5,MI
114,MI0004450,Monroe,L,5805,Treatment Plant,SW,TP001,Treatment Plant Tap,EP,4703,MR1,12/17/13,763586-10449,bromomethane,0.2,EPA 524.3,<,,SE4,AM,5,MI
115,MI0004450,Monroe,L,5805,Treatment Plant,SW,TP001,Treatment Plant Tap,EP,4703,MR1,12/17/13,763586-10437,chromium-6,0.03,EPA 218.7,=,0.109,SE4,AM,5,MI
116,MI0004450,Monroe,L,5805,Treatment Plant,SW,TP001,Treatment Plant Tap,EP,4703,MR1,12/17/13,763586-10449,"1,2,3-trichloropropane",0.03,EPA 524.3,<,,SE4,AM,5,MI
117,MI0004450,Monroe,L,5805,Treatment Plant,SW,TP001,Treatment Plant Tap,EP,4703,MR1,12/17/13,763586-10515,molybdenum,1,EPA 200.8,<,,SE4,AM,5,MI
118,MI0004450,Monroe,L,5805,Treatment Plant,SW,TP001,Treatment Plant Tap,EP,4703,MR1,12/17/13,763586-10484,PFOA,0.02,EPA 537,<,,SE4,AM,5,MI
119,MI0004450,Monroe,L,5805,Treatment Plant,SW,TP001,Treatment Plant Tap,EP,4703,MR1,12/17/13,763586-10515,cobalt,1,EPA 200.8,<,,SE4,AM,5,MI
120,MI0004450,Monroe,L,5805,Treatment Plant,SW,TP001,Treatment Plant Tap,EP,4703,MR1,12/17/13,763586-10484,PFBS,0.09,EPA 537,<,,SE4,AM,5,MI
121,MI0004450,Monroe,L,5805,Treatment Plant,SW,TP001,Treatment Plant Tap,EP,4703,MR1,12/17/13,763586-10484,PFHxS,0.03,EPA 537,<,,SE4,AM,5,MI
122,MI0004450,Monroe,L,5805,Treatment Plant,SW,TP001,Treatment Plant Tap,EP,4703,MR1,12/17/13,763586-10449,"1,3-butadiene",0.1,EPA 524.3,<,,SE4,AM,5,MI
123,MI0004450,Monroe,L,5805,Treatment Plant,SW,TP001,Treatment Plant Tap,EP,4703,MR1,12/17/13,763586-10484,PFHpA,0.01,EPA 537,<,,SE4,AM,5,MI
124,MI0004450,Monroe,L,5805,Treatment Plant,SW,TP001,Treatment Plant Tap,EP,4703,MR1,12/17/13,763586-10449,chloromethane,0.2,EPA 524.3,<,,SE4,AM,5,MI
125,MI0004450,Monroe,L,5805,Treatment Plant,SW,TP001,Treatment Plant Tap,EP,4703,MR1,7/10/13,730676-9333,chromium,0.2,EPA 200.8,=,0.257,SE2,AM,5,MI
126,MI0004450,Monroe,L,5805,Treatment Plant,SW,TP001,Treatment Plant Tap,EP,4703,MR1,6/13/13,725796-9207,cobalt,1,EPA 200.8,<,,SE2,AM,5,MI
127,MI0004450,Monroe,L,5805,Treatment Plant,SW,TP001,Treatment Plant Tap,EP,4703,MR1,6/13/13,725796-9207,molybdenum,1,EPA 200.8,<,,SE2,AM,5,MI
128,MI0004450,Monroe,L,5805,Treatment Plant,SW,TP001,Treatment Plant Tap,EP,4703,MR1,6/13/13,725796-9203,"1,4-dioxane",0.07,EPA 522,<,,SE2,AM,5,MI
129,MI0004450,Monroe,L,5805,Treatment Plant,SW,TP001,Treatment Plant Tap,EP,4703,MR1,6/13/13,725796-9141,chromium-6,0.03,EPA 218.7,=,0.251,SE2,AM,5,MI
130,MI0004450,Monroe,L,5805,Treatment Plant,SW,TP001,Treatment Plant Tap,EP,4703,MR1,6/13/13,725796-9207,vanadium,0.2,EPA 200.8,=,0.249,SE2,AM,5,MI
131,MI0004450,Monroe,L,5805,Treatment Plant,SW,TP001,Treatment Plant Tap,EP,4703,MR1,6/13/13,725796-9207,strontium,0.3,EPA 200.8,=,124.892,SE2,AM,5,MI
132,MI0004450,Monroe,L,5805,Treatment Plant,SW,TP001,Treatment Plant Tap,EP,4703,MR1,6/13/13,725796-9183,chlorate,20,EPA 300.1,=,154.948,SE2,AM,5,MI
133,MI0004450,Monroe,L,5805,Treatment Plant,SW,TP001,Treatment Plant Tap,EP,4703,MR1,6/13/13,725796-9164,PFOA,0.02,EPA 537,<,,SE2,AM,5,MI
